Timestamp,Mode,Data,differential pressure value,pressure values
15:34:32.531,RX,-0.06,-0.06,9904.20
15:34:32.532,RX,Pressure values:,-0.06,9904.00
15:34:32.532,RX,9904.00,-0.06,9904.00
15:34:32.681,RX,Differential Pressure values:,-0.06,9904.00
15:34:32.681,RX,-0.06,-0.06,9904.00
15:34:32.682,RX,Pressure values:,-0.06,9904.20
15:34:32.682,RX,9904.20,-0.06,9904.20
15:34:32.830,RX,Differential Pressure values:,0.03,9904.20
15:34:32.832,RX,0.03,0.03,9904.20
15:34:32.832,RX,Pressure values:,0.03,9904.10
15:34:32.832,RX,9904.10,0.03,9904.10
15:34:32.981,RX,Differential Pressure values:,0.13,9904.10
15:34:32.982,RX,0.13,0.13,9904.10
15:34:32.982,RX,Pressure values:,0.13,9904.10
15:34:32.982,RX,9904.10,0.13,9904.10
15:34:33.132,RX,Differential Pressure values:,-0.16,9904.10
15:34:33.133,RX,-0.16,-0.16,9904.10
15:34:33.133,RX,Pressure values:,-0.16,9903.90
15:34:33.133,RX,9903.90,-0.16,9903.90
15:34:33.281,RX,Differential Pressure values:,-0.16,9903.90
15:34:33.281,RX,-0.16,-0.16,9903.90
15:34:33.282,RX,Pressure values:,-0.16,9904.10
15:34:33.282,RX,9904.10,-0.16,9904.10
15:34:33.431,RX,Differential Pressure values:,-0.06,9904.10
15:34:33.432,RX,-0.06,-0.06,9904.10
15:34:33.432,RX,Pressure values:,-0.06,9904.00
15:34:33.433,RX,9904.00,-0.06,9904.00
15:34:33.581,RX,Differential Pressure values:,-0.26,9904.00
15:34:33.581,RX,-0.26,-0.26,9904.00
15:34:33.581,RX,Pressure values:,-0.26,9904.20
15:34:33.583,RX,9904.20,-0.26,9904.20
15:34:33.731,RX,Differential Pressure values:,-0.06,9904.20
15:34:33.731,RX,-0.06,-0.06,9904.20
15:34:33.731,RX,Pressure values:,-0.06,9904.00
15:34:33.760,RX,9904.00,-0.06,9904.00
15:34:33.881,RX,Differential Pressure values:,0.03,9904.00
15:34:33.884,RX,0.03,0.03,9904.00
15:34:33.884,RX,Pressure values:,0.03,9904.00
15:34:33.884,RX,9904.00,0.03,9904.00
15:34:34.031,RX,Differential Pressure values:,0.03,9904.00
15:34:34.031,RX,0.03,0.03,9904.00
15:34:34.031,RX,Pressure values:,0.03,9903.90
15:34:34.033,RX,9903.90,0.03,9903.90
15:34:34.181,RX,Differential Pressure values:,0.03,9903.90
15:34:34.181,RX,0.03,0.03,9903.90
15:34:34.181,RX,Pressure values:,0.03,9904.10
15:34:34.182,RX,9904.10,0.03,9904.10
15:34:34.331,RX,Differential Pressure values:,-0.16,9904.10
15:34:34.334,RX,-0.16,-0.16,9904.10
15:34:34.334,RX,Pressure values:,-0.16,9904.00
15:34:34.334,RX,9904.00,-0.16,9904.00
15:34:34.481,RX,Differential Pressure values:,-0.06,9904.00
15:34:34.481,RX,-0.06,-0.06,9904.00
15:34:34.481,RX,Pressure values:,-0.06,9904.10
15:34:34.483,RX,9904.10,-0.06,9904.10
15:34:34.631,RX,Differential Pressure values:,-0.16,9904.10
15:34:34.631,RX,-0.16,-0.16,9904.10
15:34:34.633,RX,Pressure values:,-0.16,9904.00
15:34:34.692,RX,9904.00,-0.16,9904.00
15:34:34.781,RX,Differential Pressure values:,-0.36,9904.00
15:34:34.784,RX,-0.36,-0.36,9904.00
15:34:34.784,RX,Pressure values:,-0.36,9904.00
15:34:34.784,RX,9904.00,-0.36,9904.00
15:34:34.931,RX,Differential Pressure values:,-0.36,9904.00
15:34:34.931,RX,-0.36,-0.36,9904.00
15:34:34.931,RX,Pressure values:,-0.36,9903.90
15:34:34.963,RX,9903.90,-0.36,9903.90
15:34:35.081,RX,Differential Pressure values:,0.03,9903.90
15:34:35.081,RX,0.03,0.03,9903.90
15:34:35.081,RX,Pressure values:,0.03,9903.90
15:34:35.082,RX,9903.90,0.03,9903.90
15:34:35.231,RX,Differential Pressure values:,0.03,9903.90
15:34:35.234,RX,0.03,0.03,9903.90
15:34:35.234,RX,Pressure values:,0.03,9904.00
15:34:35.234,RX,9904.00,0.03,9904.00
15:34:35.381,RX,Differential Pressure values:,-0.26,9904.00
15:34:35.381,RX,-0.26,-0.26,9904.00
15:34:35.381,RX,Pressure values:,-0.26,9904.10
15:34:35.383,RX,9904.10,-0.26,9904.10
15:34:35.531,RX,Differential Pressure values:,-0.06,9904.10
15:34:35.531,RX,-0.06,-0.06,9904.10
15:34:35.531,RX,Pressure values:,-0.06,9904.10
15:34:35.532,RX,9904.10,-0.06,9904.10
15:34:35.681,RX,Differential Pressure values:,-0.26,9904.10
15:34:35.684,RX,-0.26,-0.26,9904.10
15:34:35.684,RX,Pressure values:,-0.26,9904.00
15:34:35.684,RX,9904.00,-0.26,9904.00
15:34:35.831,RX,Differential Pressure values:,-0.16,9904.00
15:34:35.831,RX,-0.16,-0.16,9904.00
15:34:35.831,RX,Pressure values:,-0.16,9903.80
15:34:35.833,RX,9903.80,-0.16,9903.80
15:34:35.981,RX,Differential Pressure values:,-0.26,9903.80
15:34:35.982,RX,-0.26,-0.26,9903.80
15:34:35.982,RX,Pressure values:,-0.26,9903.90
15:34:35.982,RX,9903.90,-0.26,9903.90
15:34:36.131,RX,Differential Pressure values:,-0.16,9903.90
15:34:36.134,RX,-0.16,-0.16,9903.90
15:34:36.134,RX,Pressure values:,-0.16,9904.10
15:34:36.134,RX,9904.10,-0.16,9904.10
15:34:36.281,RX,Differential Pressure values:,-0.16,9904.10
15:34:36.281,RX,-0.16,-0.16,9904.10
15:34:36.281,RX,Pressure values:,-0.16,9903.90
15:34:36.283,RX,9903.90,-0.16,9903.90
15:34:36.431,RX,Differential Pressure values:,-0.06,9903.90
15:34:36.431,RX,-0.06,-0.06,9903.90
15:34:36.431,RX,Pressure values:,-0.06,9904.00
15:34:36.460,RX,9904.00,-0.06,9904.00
15:34:36.581,RX,Differential Pressure values:,-0.16,9904.00
15:34:36.583,RX,-0.16,-0.16,9904.00
15:34:36.584,RX,Pressure values:,-0.16,9903.90
15:34:36.584,RX,9903.90,-0.16,9903.90
15:34:36.731,RX,Differential Pressure values:,-0.36,9903.90
15:34:36.731,RX,-0.36,-0.36,9903.90
15:34:36.731,RX,Pressure values:,-0.36,9903.90
15:34:36.733,RX,9903.90,-0.36,9903.90
15:34:36.881,RX,Differential Pressure values:,-0.26,9903.90
15:34:36.882,RX,-0.26,-0.26,9903.90
15:34:36.882,RX,Pressure values:,-0.26,9904.10
15:34:36.882,RX,9904.10,-0.26,9904.10
15:34:37.031,RX,Differential Pressure values:,-0.16,9904.10
15:34:37.034,RX,-0.16,-0.16,9904.10
15:34:37.034,RX,Pressure values:,-0.16,9904.00
15:34:37.034,RX,9904.00,-0.16,9904.00
15:34:37.181,RX,Differential Pressure values:,-0.06,9904.00
15:34:37.182,RX,-0.06,-0.06,9904.00
15:34:37.182,RX,Pressure values:,-0.06,9904.00
15:34:37.183,RX,9904.00,-0.06,9904.00
15:34:37.332,RX,Differential Pressure values:,-0.26,9904.00
15:34:37.332,RX,-0.26,-0.26,9904.00
15:34:37.333,RX,Pressure values:,-0.26,9904.00
15:34:37.333,RX,9904.00,-0.26,9904.00
15:34:37.481,RX,Differential Pressure values:,-0.16,9904.00
15:34:37.484,RX,-0.16,-0.16,9904.00
15:34:37.484,RX,Pressure values:,-0.16,9904.10
15:34:37.484,RX,9904.10,-0.16,9904.10
15:34:37.631,RX,Differential Pressure values:,-0.16,9904.10
15:34:37.631,RX,-0.16,-0.16,9904.10
15:34:37.631,RX,Pressure values:,-0.16,9903.90
15:34:37.632,RX,9903.90,-0.16,9903.90
15:34:37.781,RX,Differential Pressure values:,-0.16,9903.90
15:34:37.781,RX,-0.16,-0.16,9903.90
15:34:37.781,RX,Pressure values:,-0.16,9903.90
15:34:37.782,RX,9903.90,-0.16,9903.90
15:34:37.931,RX,Differential Pressure values:,-0.16,9903.90
15:34:37.934,RX,-0.16,-0.16,9903.90
15:34:37.934,RX,Pressure values:,-0.16,9903.90
15:34:37.934,RX,9903.90,-0.16,9903.90
15:34:38.081,RX,Differential Pressure values:,-0.46,9903.90
15:34:38.081,RX,-0.46,-0.46,9903.90
15:34:38.082,RX,Pressure values:,-0.46,9903.90
15:34:38.083,RX,9903.90,-0.46,9903.90
15:34:38.231,RX,Differential Pressure values:,-0.36,9903.90
15:34:38.231,RX,-0.36,-0.36,9903.90
15:34:38.231,RX,Pressure values:,-0.36,9903.90
15:34:38.232,RX,9903.90,-0.36,9903.90
15:34:38.381,RX,Differential Pressure values:,-0.26,9903.90
15:34:38.383,RX,-0.26,-0.26,9903.90
15:34:38.384,RX,Pressure values:,-0.26,9903.80
15:34:38.384,RX,9903.80,-0.26,9903.80
15:34:38.531,RX,Differential Pressure values:,-0.26,9903.80
15:34:38.531,RX,-0.26,-0.26,9903.80
15:34:38.531,RX,Pressure values:,-0.26,9903.90
15:34:38.560,RX,9903.90,-0.26,9903.90
15:34:38.680,RX,Differential Pressure values:,-0.26,9903.90
15:34:38.682,RX,-0.26,-0.26,9903.90
15:34:38.682,RX,Pressure values:,-0.26,9904.00
15:34:38.682,RX,9904.00,-0.26,9904.00
15:34:38.831,RX,Differential Pressure values:,-0.26,9904.00
15:34:38.834,RX,-0.26,-0.26,9904.00
15:34:38.834,RX,Pressure values:,-0.26,9903.70
15:34:38.834,RX,9903.70,-0.26,9903.70
15:34:38.981,RX,Differential Pressure values:,-0.16,9903.70
15:34:38.981,RX,-0.16,-0.16,9903.70
15:34:38.981,RX,Pressure values:,-0.16,9904.00
15:34:38.983,RX,9904.00,-0.16,9904.00
15:34:39.131,RX,Differential Pressure values:,-0.26,9904.00
15:34:39.131,RX,-0.26,-0.26,9904.00
15:34:39.131,RX,Pressure values:,-0.26,9903.90
15:34:39.131,RX,9903.90,-0.26,9903.90
15:34:39.281,RX,Differential Pressure values:,-0.26,9903.90
15:34:39.284,RX,-0.26,-0.26,9903.90
15:34:39.284,RX,Pressure values:,-0.26,9903.90
15:34:39.284,RX,9903.90,-0.26,9903.90
15:34:39.431,RX,Differential Pressure values:,-0.36,9903.90
15:34:39.431,RX,-0.36,-0.36,9903.90
15:34:39.431,RX,Pressure values:,-0.36,9903.90
15:34:39.433,RX,9903.90,-0.36,9903.90
15:34:39.581,RX,Differential Pressure values:,-0.06,9903.90
15:34:39.582,RX,-0.06,-0.06,9903.90
15:34:39.582,RX,Pressure values:,-0.06,9903.60
15:34:39.582,RX,9903.60,-0.06,9903.60
15:34:39.731,RX,Differential Pressure values:,-0.36,9903.60
15:34:39.733,RX,-0.36,-0.36,9903.60
15:34:39.733,RX,Pressure values:,-0.36,9903.90
15:34:39.733,RX,9903.90,-0.36,9903.90
15:34:39.881,RX,Differential Pressure values:,-0.26,9903.90
15:34:39.881,RX,-0.26,-0.26,9903.90
15:34:39.881,RX,Pressure values:,-0.26,9903.80
15:34:39.883,RX,9903.80,-0.26,9903.80
15:34:40.031,RX,Differential Pressure values:,-0.16,9903.80
15:34:40.031,RX,-0.16,-0.16,9903.80
15:34:40.031,RX,Pressure values:,-0.16,9903.90
15:34:40.032,RX,9903.90,-0.16,9903.90
15:34:40.195,RX,Differential Pressure values:,-0.36,9903.90
15:34:40.196,RX,-0.36,-0.36,9903.90
15:34:40.196,RX,Pressure values:,-0.36,9903.80
15:34:40.197,RX,9903.80,-0.36,9903.80
15:34:40.330,RX,Differential Pressure values:,-0.26,9903.80
15:34:40.330,RX,-0.26,-0.26,9903.80
15:34:40.332,RX,Pressure values:,-0.26,9903.70
15:34:40.332,RX,9903.70,-0.26,9903.70
15:34:40.481,RX,Differential Pressure values:,-0.36,9903.70
15:34:40.481,RX,-0.36,-0.36,9903.70
15:34:40.482,RX,Pressure values:,-0.36,9903.80
15:34:40.482,RX,9903.80,-0.36,9903.80
15:34:40.631,RX,Differential Pressure values:,-0.46,9903.80
15:34:40.632,RX,-0.46,-0.46,9903.80
15:34:40.633,RX,Pressure values:,-0.46,9903.90
15:34:40.633,RX,9903.90,-0.46,9903.90
15:34:40.780,RX,Differential Pressure values:,-0.26,9903.90
15:34:40.781,RX,-0.26,-0.26,9903.90
15:34:40.782,RX,Pressure values:,-0.26,9903.70
15:34:40.782,RX,9903.70,-0.26,9903.70
15:34:40.931,RX,Differential Pressure values:,-0.06,9903.70
15:34:40.931,RX,-0.06,-0.06,9903.70
15:34:40.932,RX,Pressure values:,-0.06,9903.80
15:34:40.932,RX,9903.80,-0.06,9903.80
15:34:41.080,RX,Differential Pressure values:,-0.26,9903.80
15:34:41.081,RX,-0.26,-0.26,9903.80
15:34:41.081,RX,Pressure values:,-0.26,9903.70
15:34:41.081,RX,9903.70,-0.26,9903.70
15:34:41.231,RX,Differential Pressure values:,-0.26,9903.70
15:34:41.231,RX,-0.26,-0.26,9903.70
15:34:41.232,RX,Pressure values:,-0.26,9904.00
15:34:41.232,RX,9904.00,-0.26,9904.00
15:34:41.381,RX,Differential Pressure values:,-0.26,9904.00
15:34:41.382,RX,-0.26,-0.26,9904.00
15:34:41.382,RX,Pressure values:,-0.26,9903.90
15:34:41.382,RX,9903.90,-0.26,9903.90
15:34:41.531,RX,Differential Pressure values:,-0.26,9903.90
15:34:41.534,RX,-0.26,-0.26,9903.90
15:34:41.534,RX,Pressure values:,-0.26,9904.00
15:34:41.534,RX,9904.00,-0.26,9904.00
15:34:41.681,RX,Differential Pressure values:,-0.36,9904.00
15:34:41.682,RX,-0.36,-0.36,9904.00
15:34:41.682,RX,Pressure values:,-0.36,9903.80
15:34:41.683,RX,9903.80,-0.36,9903.80
15:34:41.831,RX,Differential Pressure values:,-0.26,9903.80
15:34:41.831,RX,-0.26,-0.26,9903.80
